t_s,V_pu,delta_V_pu,V_initial_pu
8.78,1.0589202344833277,0.00992023448950552,1.0489999999938222
8.79,1.0589267827580977,0.009926782764275499,1.0489999999938222
8.8,1.0589332720556992,0.009933272061876997,1.0489999999938222
8.81,1.0589397026272316,0.009939702633409375,1.0489999999938222
8.82,1.0589460747250743,0.009946074731252086,1.0489999999938222
8.83,1.0589523886024501,0.009952388608627905,1.0489999999938222
8.84,1.0589586445129473,0.009958644519125093,1.0489999999938222
8.85,1.0589648427115053,0.009964842717683053,1.0489999999938222
8.86,1.0589709834532446,0.009970983459422378,1.0489999999938222
8.87,1.0589770669944008,0.009977067000578543,1.0489999999938222
8.88,1.058983093591924,0.009983093598101789,1.0489999999938222
8.89,1.0589890635029393,0.009989063509117102,1.0489999999938222
8.9,1.0589949769857983,0.009994976991976046,1.0489999999938222
8.91,1.059000834298848,0.010000834305025741,1.0489999999938222
8.92,1.0590066357014538,0.010006635707631606,1.0489999999938222
8.93,1.0590123814535226,0.010012381459700403,1.0489999999938222
8.94,1.0590180718150293,0.010018071821207064,1.0489999999938222
8.95,1.059023707046983,0.010023707053160802,1.0489999999938222
8.96,1.059029287410396,0.010029287416573718,1.0489999999938222
8.97,1.0590348131669334,0.010034813173111168,1.0489999999938222
8.98,1.0590402845788216,0.010040284584999393,1.0489999999938222
8.99,1.059045701908167,0.010045701914344729,1.0489999999938222
9.0,1.0590510654180512,0.010051065424228955,1.0489999999938222
9.01,1.059056375371255,0.010056375377432758,1.0489999999938222
9.02,1.0590616320313428,0.01006163203752064,1.0489999999938222
9.03,1.0590668356621453,0.010066835668323115,1.0489999999938222
9.04,1.0590719865272782,0.010071986533455979,1.0489999999938222
9.05,1.0590770848911155,0.01007708489729331,1.0489999999938222
9.06,1.0590821310179894,0.010082131024167218,1.0489999999938222
9.07,1.059087125172352,0.010087125178529721,1.0489999999938222
9.08,1.0590920676191213,0.010092067625299128,1.0489999999938222
9.09,1.059096958622879,0.010096958629056685,1.0489999999938222
